Number of Population from Registration by Age Group Region and Province: 2012-2022,,,,,,,,,,,,,
Unit: person,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Province,Age group,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central Region,Ang Thong Province,20  -  24,"18,392","18,593","18,753","18,623","18,654","18,509","18,032","17,518","17,020","16,227","15,469"
Central Region,Ang Thong Province,25  -  29,"19,558","19,017","18,639","18,446","18,398","18,661","18,924","18,981","18,926","18,935","18,859"
Central Region,Ang Thong Province,30  -  34,"21,062","20,901","20,386","19,977","19,712","19,012","18,470","17,970","17,761","17,810","18,079"
Central Region,Ang Thong Province,35  -  39,"21,242","21,420","21,542","21,352","20,833","20,374","20,162","19,662","19,304","18,967","18,374"
Central Region,Ang Thong Province,40  -  44,"22,318","21,378","20,802","20,648","20,564","20,578","20,751","20,758","20,542","20,067","19,725"
Central Region,Ang Thong Province,45  -  49,"24,250","24,008","23,398","22,371","21,939","21,544","20,761","20,225","20,021","19,885","20,016"
Central Region,Ang Thong Province,50  -  54,"21,958","22,312","23,032","23,684","23,805","23,356","23,283","22,655","21,598","21,169","20,924"
Central Region,Ang Thong Province,55  -  59,"18,658","17,492","18,183","19,121","20,042","20,762","21,541","22,248","22,856","22,924","22,581"
Central Region,Ang Thong Province,60  -  64,"14,612","15,554","15,943","16,169","16,047","16,205","16,718","17,365","18,346","19,233","19,952"
Central Region,Ang Thong Province,65  -  69,"9,495","10,544","11,509","12,285","13,145","14,087","14,423","14,782","15,009","14,878","15,076"
Central Region,Ang Thong Province,70  -  74,"9,144","8,668","8,397","8,502","8,486","8,875","9,454","10,278","11,022","11,759","12,606"
Central Region,Ang Thong Province,75  -  79,"7,078","7,683","7,859","7,689","7,715","7,391","7,246","7,068","7,093","7,087","7,473"
Central Region,Ang Thong Province,80  -  84,"4,264","4,825","4,938","5,176","5,331","5,621","5,792","5,930","5,834","5,818","5,524"
Central Region,Ang Thong Province,85  -  89,"2,015","2,373","2,472","2,631","2,710","2,845","3,042","3,088","3,329","3,459","3,603"
Central Region,Ang Thong Province,90  -  94,629,823,887,947,"1,017","1,051","1,114","1,179","1,306","1,368","1,362"
Central Region,Ang Thong Province,95  -  99,179,214,212,233,234,255,278,298,312,355,371
Central Region,Ang Thong Province,100 and over,32,49,58,63,44,60,61,58,64,67,108
Central Region,Ang Thong Province,Unknown/lunar Calendar,13,11,11,11,-,-,-,-,-,-,-
Central Region,Ang Thong Province,Population Registered in House Registration and Non  -  Thai nationalities,160,170,251,260,265,285,312,319,305,311,
Central Region,Ang Thong Province,Population Registered in Central House Registration,"2,294","2,301","2,277","2,304","2,309","2,401","2,395","2,435",598,629,
Central Region,Ang Thong Province, Transferring population,312,328,278,287,278,258,256,231,52,54,
Central Region,Lop Buri Province,Total,"758,059","757,970","758,406","758,655","757,321","757,273","758,733","755,556","742,928","739,473","735,293"
Central Region,Lop Buri Province,0 - 4,"40,701","39,813","38,864","37,810","36,486","34,870","33,591","32,283","31,119","29,375","27,898"
Central Region,Lop Buri Province,5-Sep,"43,405","43,184","42,314","41,344","40,970","40,456","39,694","38,729","37,670","36,361","35,504"
Central Region,Lop Buri Province,Oct-14,"45,124","43,622","43,417","43,031","42,866","42,777","42,537","41,705","40,931","40,641","40,373"
Central Region,Lop Buri Province,15  -  19,"51,885","51,566","50,293","48,804","46,819","44,565","43,212","42,953","42,585","42,512","42,610"
Central Region,Lop Buri Province,20  -  24,"62,551","62,255","62,171","62,272","62,154","62,454","63,914","62,016","60,395","57,921","55,722"
Central Region,Lop Buri Province,25  -  29,"53,824","52,435","51,879","51,693","51,559","52,026","52,222","52,086","51,851","52,220","53,463"
Central Region,Lop Buri Province,30  -  34,"55,622","55,359","54,192","53,708","53,152","51,654","50,297","49,561","49,274","49,252","50,380"
Central Region,Lop Buri Province,35  -  39,"57,107","56,650","56,160","55,280","54,073","53,503","53,159","52,061","51,562","50,958","49,799"
Central Region,Lop Buri Province,40  -  44,"60,442","57,845","57,260","56,496","55,733","55,451","55,096","54,517","53,548","52,226","51,881"
Central Region,Lop Buri Province,45  -  49,"63,292","63,695","62,135","60,648","59,825","58,622","56,404","55,652","54,899","54,069","53,929"
Central Region,Lop Buri Province,50  -  54,"56,768","57,831","59,240","60,316","60,828","60,703","61,599","60,004","58,593","57,773","56,941"
Central Region,Lop Buri Province,55  -  59,"44,866","44,027","46,323","49,433","51,802","53,788","55,169","56,533","57,600","57,981","58,207"
Central Region,Lop Buri Province,60  -  64,"33,738","35,893","37,124","37,828","38,705","40,049","41,581","43,708","46,524","48,582","50,758"
Central Region,Lop Buri Province,65  -  69,"22,972","25,280","26,975","28,525","30,029","31,825","33,253","34,331","34,952","35,719","37,217"
Central Region,Lop Buri Province,70  -  74,"19,803","19,683","19,734","20,075","20,471","21,260","22,442","24,045","25,526","26,794","28,508"
Central Region,Lop Buri Province,75  -  79,"14,803","15,543","15,941","16,133","16,356","16,587","16,455","16,552","16,867","17,034","17,830"
Central Region,Lop Buri Province,80  -  84,"8,806","9,851","10,313","10,787","11,211","11,477","11,793","12,032","12,296","12,459","12,598"
Central Region,Lop Buri Province,85  -  89,"3,840","4,452","4,831","5,174","5,362","5,826","6,381","6,636","6,982","7,155","7,426"
Central Region,Lop Buri Province,90  -  94,"1,333","1,601","1,678","1,770","1,877","2,039","2,239","2,421","2,653","2,748","3,010"
Central Region,Lop Buri Province,95  -  99,452,512,515,539,556,608,655,718,717,729,800
Central Region,Lop Buri Province,100 and over,273,309,354,382,136,171,207,242,290,332,439
Central Region,Lop Buri Province,Unknown/lunar Calendar,17,2,2,2,-,-,-,-,-,-,-
Central Region,Lop Buri Province,Population Registered in House Registration and Non  -  Thai nationalities,354,385,685,689,679,738,787,808,838,859,
Central Region,Lop Buri Province,Population Registered in Central House Registration,"13,531","13,552","13,321","13,277","12,959","12,720","12,760","13,012","4,877","5,537",
Central Region,Lop Buri Province, Transferring population,"2,550","2,625","2,685","2,639","2,713","3,104","3,286","2,951",379,236,
Central Region,Sing Buri Province,Total,"213,216","212,690","212,158","211,426","210,588","210,088","209,377","208,446","205,898","204,526","202,797"
Central Region,Sing Buri Province,0 - 4,"10,848","10,537","10,213","9,816","9,389","8,854","8,540","8,099","7,815","7,316","6,842"
Central Region,Sing Buri Province,5-Sep,"11,358","11,181","11,219","11,071","10,936","10,761","10,447","10,147","9,785","9,400","9,047"
Central Region,Sing Buri Province,Oct-14,"11,664","11,436","11,228","11,140","11,200","11,186","11,071","11,101","10,965","10,933","10,789"
Central Region,Sing Buri Province,15  -  19,"13,562","13,328","13,045","12,596","11,918","11,482","11,202","11,057","11,053","11,124","11,107"
Central Region,Sing Buri Province,20  -  24,"13,368","13,384","13,408","13,224","13,220","13,094","12,833","12,574","12,216","11,502","11,114"
Central Region,Sing Buri Province,25  -  29,"14,520","14,163","13,783","13,521","13,493","13,596","13,615","13,592","13,481","13,451","13,288"
Central Region,Sing Buri Province,30  -  34,"15,589","15,424","15,076","14,869","14,553","14,070","13,686","13,323","13,112","13,055","13,159"
Central Region,Sing Buri Province,35  -  39,"15,305","15,404","15,474","15,480","15,244","15,020","14,859","14,579","14,321","14,021","13,592"
Central Region,Sing Buri Province,40  -  44,"16,245","15,524","15,056","14,751","14,648","14,766","14,886","14,959","14,973","14,690","14,509"
Central Region,Sing Buri Province,45  -  49,"18,019","17,716","17,052","16,362","16,055","15,646","15,052","14,573","14,342","14,221","14,353"
Central Region,Sing Buri Province,50  -  54,"17,401","17,635","18,074","18,160","17,976","17,464","17,178","16,463","15,842","15,571","15,132"
Central Region,Sing Buri Province,55  -  59,"14,950","13,907","14,233","15,192","15,863","16,570","16,990","17,416","17,488","17,296","16,871"
Central Region,Sing Buri Province,60  -  64,"11,781","12,486","12,801","12,754","12,815","13,039","13,295","13,601","14,591","15,220","15,878"
Central Region,Sing Buri Province,65  -  69,"7,977","8,898","9,702","10,288","10,780","11,244","11,586","11,895","11,858","11,892","12,162"
Central Region,Sing Buri Province,70  -  74,"7,218","6,845","6,754","6,961","7,015","7,485","8,009","8,746","9,246","9,715","10,044"
Central Region,Sing Buri Province,75  -  79,"5,559","6,093","6,131","5,917","6,011","5,886","5,734","5,691","5,879","5,923","6,302"
Central Region,Sing Buri Province,80  -  84,"3,279","3,665","3,782","4,012","4,156","4,419","4,603","4,684","4,499","4,612","4,485"
Central Region,Sing Buri Province,85  -  89,"1,445","1,762","1,829","1,968","2,087","2,122","2,329","2,404","2,629","2,690","2,825"
Central Region,Sing Buri Province,90  -  94,436,581,653,671,672,776,848,897,976,"1,026",998
Central Region,Sing Buri Province,95  -  99,130,133,126,131,149,158,167,193,214,233,259
Central Region,Sing Buri Province,100 and over,26,42,38,42,27,27,29,24,29,42,41
Central Region,Sing Buri Province,Unknown/lunar Calendar,4,-,-,-,-,-,-,-,-,-,-
Central Region,Sing Buri Province,Population Registered in House Registration and Non  -  Thai nationalities,122,137,186,224,232,243,250,253,249,244,
Central Region,Sing Buri Province,Population Registered in Central House Registration,"2,081","2,077","2,039","2,062","1,961","1,960","1,957","1,968",289,316,
Central Region,Sing Buri Province, Transferring population,329,332,256,214,188,220,211,207,46,33,
Central Region,Chai Nat Province,Total,"333,172","332,769","332,283","331,655","330,431","329,722","328,263","326,611","322,477","320,432","318,308"
Central Region,Chai Nat Province,0 - 4,"17,045","16,796","16,433","15,936","15,322","14,633","13,865","13,079","12,442","11,720","10,921"
Central Region,Chai Nat Province,5-Sep,"18,169","18,054","17,863","17,621","17,403","17,182","16,919","16,498","16,047","15,370","14,864"
Central Region,Chai Nat Province,Oct-14,"18,218","17,572","17,451","17,493","17,740","17,963","17,930","17,731","17,488","17,295","17,071"
Central Region,Chai Nat Province,15  -  19,"21,930","21,483","20,859","19,914","18,899","17,990","17,384","17,323","17,413","17,664","17,915"
Central Region,Chai Nat Province,20  -  24,"21,631","21,950","21,850","21,779","21,384","21,043","20,447","20,029","19,290","18,177","17,405"
Central Region,Chai Nat Province,25  -  29,"21,809","21,171","21,089","20,812","21,175","21,833","22,073","21,921","21,815","21,511","21,087"
Central Region,Chai Nat Province,30  -  34,"23,929","23,740","23,044","22,658","22,010","21,120","20,412","20,189","20,071","20,470","21,118"
Central Region,Chai Nat Province,35  -  39,"25,406","24,991","24,739","24,190","23,476","23,076","22,856","22,166","21,729","21,090","20,309"
Central Region,Chai Nat Province,40  -  44,"26,624","25,781","25,297","24,969","24,841","24,705","24,267","23,975","23,437","22,611","22,319"
Central Region,Chai Nat Province,45  -  49,"28,688","28,263","27,527","26,623","26,143","25,613","24,957","24,483","24,182","23,988","23,998"
Central Region,Chai Nat Province,50  -  54,"26,369","26,797","27,217","28,012","27,778","27,530","27,391","26,723","25,912","25,284","24,810"
Central Region,Chai Nat Province,55  -  59,"22,607","21,529","22,144","23,235","24,555","25,153","25,840","26,225","27,004","26,713","26,660"
Central Region,Chai Nat Province,60  -  64,"17,944","19,045","19,571","19,527","19,698","20,132","20,472","21,079","22,110","23,314","24,031"
Central Region,Chai Nat Province,65  -  69,"11,871","13,314","14,368","15,456","16,191","17,117","17,633","18,145","18,096","18,205","18,700"
Central Region,Chai Nat Province,70  -  74,"11,020","10,567","10,548","10,608","10,625","11,119","11,844","12,794","13,796","14,390","15,292"
Central Region,Chai Nat Province,75  -  79,"8,322","8,986","9,091","8,978","9,140","8,929","8,815","8,795","8,815","8,854","9,300"
Central Region,Chai Nat Province,80  -  84,"4,842","5,298","5,572","5,891","6,136","6,443","6,665","6,717","6,677","6,707","6,604"
Central Region,Chai Nat Province,85  -  89,"2,146","2,619","2,684","2,866","3,015","3,090","3,286","3,463","3,654","3,839","3,981"
Central Region,Chai Nat Province,90  -  94,671,862,933,991,"1,005","1,104","1,217","1,280","1,382","1,449","1,458"
Central Region,Chai Nat Province,95  -  99,182,207,208,215,234,233,270,302,308,324,372
Central Region,Chai Nat Province,100 and over,55,74,85,94,52,60,58,53,63,70,93
Central Region,Chai Nat Province,Unknown/lunar Calendar,2,-,-,-,-,-,-,-,-,-,-
Central Region,Chai Nat Province,Population Registered in House Registration and Non  -  Thai nationalities,147,148,205,251,238,237,244,250,258,265,
Central Region,Chai Nat Province,Population Registered in Central House Registration,"3,264","3,247","3,261","3,292","3,166","3,188","3,192","3,189",443,"1,076",
Central Region,Chai Nat Province, Transferring population,281,275,244,244,205,229,226,202,45,46,
Central Region,Saraburi Province,Total,"625,689","629,216","633,460","637,673","640,065","642,040","645,024","645,911","643,828","643,963","638,582"
Central Region,Saraburi Province,0 - 4,"37,494","37,131","36,800","36,350","35,277","33,897","32,756","31,380","30,161","28,743","27,547"
Central Region,Saraburi Province,5-Sep,"38,518","38,406","38,269","37,877","37,880","37,758","37,358","36,864","36,321","35,180","34,683"
Central Region,Saraburi Province,Oct-14,"39,428","38,494","38,563","38,398","38,616","38,811","38,715","38,488","38,028","37,874","37,980"
Central Region,Saraburi Province,15  -  19,"46,188","45,864","44,710","43,317","41,374","39,968","38,988","39,035","38,942","38,988","39,260"
Central Region,Saraburi Province,20  -  24,"48,110","48,671","48,960","49,747","50,145","49,781","49,864","48,437","47,301","45,311","44,225"
Central Region,Saraburi Province,25  -  29,"44,042","43,144","43,178","43,245","43,916","44,907","45,684","46,317","46,914","47,469","48,222"
Central Region,Saraburi Province,30  -  34,"47,568","47,266","46,611","45,990","44,929","43,883","42,980","42,716","42,856","43,822","45,226"
Central Region,Saraburi Province,35  -  39,"50,213","49,674","49,297","48,765","48,123","47,430","47,296","46,513","45,877","44,733","44,018"
Central Region,Saraburi Province,40  -  44,"52,570","51,617","51,490","50,963","50,334","49,881","49,297","48,771","48,142","47,524","47,117"
Central Region,Saraburi Province,45  -  49,"52,108","52,451","51,875","51,575","51,807","51,804","51,138","50,815","50,092","49,229","49,035"
Central Region,Saraburi Province,50  -  54,"44,592","46,160","47,889","49,376","50,294","50,610","51,070","50,588","50,213","50,217","50,587"
Central Region,Saraburi Province,55  -  59,"34,952","34,779","36,599","38,960","40,877","42,717","44,454","46,065","47,506","48,207","48,776"
Central Region,Saraburi Province,60  -  64,"25,173","27,249","28,337","29,266","30,410","31,730","33,104","34,875","37,004","38,582","40,557"
Central Region,Saraburi Province,65  -  69,"17,178","18,566","19,897","21,199","22,364","23,798","25,347","26,286","27,140","28,032","29,355"
Central Region,Saraburi Province,70  -  74,"14,606","14,436","14,545","14,845","15,253","15,742","16,533","17,683","18,999","19,919","21,276"
Central Region,Saraburi Province,75  -  79,"10,647","11,335","11,718","11,832","11,918","12,018","12,075","12,173","12,458","12,663","13,243"
Central Region,Saraburi Province,80  -  84,"6,503","7,144","7,394","7,647","7,970","8,241","8,529","8,862","8,940","8,901","9,054"
Central Region,Saraburi Province,85  -  89,"2,973","3,524","3,728","3,893","4,024","4,221","4,561","4,780","4,968","4,974","5,306"
Central Region,Saraburi Province,90  -  94,"1,026","1,195","1,266","1,375","1,472","1,643","1,753","1,876","1,950","1,975","2,123"
Central Region,Saraburi Province,95  -  99,319,384,395,426,421,457,504,511,565,538,645
Central Region,Saraburi Province,100 and over,103,117,137,164,97,138,176,198,233,220,347
Central Region,Saraburi Province,Unknown/lunar Calendar,2,-,-,-,-,-,-,-,-,-,-
Central Region,Saraburi Province,Population Registered in House Registration and Non  -  Thai nationalities,"4,902","4,950","5,225","5,797","5,843","5,927","5,996","6,043","1,764","1,767",
Central Region,Saraburi Province,Population Registered in Central House Registration,"4,691","4,826","4,693","4,670","4,742","4,682","4,670","4,572","7,156","8,760",
Central Region,Saraburi Province, Transferring population,"1,783","1,833","1,884","1,996","1,979","1,996","2,176","2,063",298,335,
Central Region,Chon Buri Province,Total,"1,364,002","1,390,354","1,421,425","1,455,039","1,483,049","1,509,125","1,535,445","1,558,301","1,566,885","1,583,672","1,594,758"
Central Region,Chon Buri Province,0 - 4,"92,634","92,813","93,755","94,766","93,560","91,581","90,288","88,027","84,481","79,943","80,692"
